Request ID,Memory Required,Node Allocated,Node Data,Time Taken,Failed Requests
	364,			27,			
								11467,			32

	365,			22,			
								11532,			32

	366,			27,			
								11595,			32

	367,			21,			
								11659,			32

	368,			20,			
								845,			32

	369,			31,			
								11722,			32

	370,			25,			
								11788,			32

	371,			16,			
								749,			16

	372,			32,			
								3086,			32

	373,			25,			
								11851,			32

	374,			8,			
								11917,			8

	375,			17,			
								11978,			32

	376,			27,			
								12043,			32

	377,			8,			
								11932,			8

	378,			18,			
								12106,			32

	379,			13,			
								11947,			16

	380,			6,			
								12172,			8

	381,			10,			
								12202,			16

	382,			17,			
								12233,			32

	383,			22,			
								12302,			32

	384,			29,			
								12365,			32

	385,			15,			
								12430,			16

	386,			26,			
								12492,			32

	387,			19,			
								12557,			32

	388,			11,			
								3150,			16

	389,			4,			
								146,			4

	390,			8,			
								3182,			8

	391,			18,			
								12620,			32

	392,			21,			
								3213,			32

	393,			11,			
								12461,			16

	394,			26,			
								12684,			32

	395,			26,			
								12747,			32

	396,			29,			
								12813,			32

	397,			19,			
								12876,			32

	398,			3,			
								153,			4

	399,			31,			
								12940,			32

	400,			19,			
								13003,			32

	401,			9,			
								910,			16

	402,			3,			
								2798,			4

	403,			15,			
								13069,			16

	404,			8,			
								942,			8

	405,			2,			
								51,			2

	406,			4,			
								958,			4

	407,			7,			
								2812,			8

	408,			16,			
								3277,			16

	409,			27,			
								13131,			32

	410,			31,			
								13195,			32

	411,			16,			
								3308,			16

	412,			26,			
								3341,			32

	413,			27,			
								13258,			32

	414,			4,			
								965,			4

	415,			15,			
								13100,			16

	416,			20,			
								972,			32

	417,			13,			
								13326,			16

	418,			22,			
								13388,			32

	419,			1,			
								32,			1

	420,			11,			
								13357,			16

	421,			15,			
								13453,			16

	422,			6,			
								3197,			8

	423,			31,			
								13515,			32

	424,			31,			
								13580,			32

	425,			24,			
								13643,			32

	426,			24,			
								13707,			32

	427,			17,			
								13770,			32

	428,			16,			
								3405,			16

	429,			6,			
								12187,			8

	430,			22,			
								13836,			32

	431,			29,			
								13899,			32

	432,			28,			
								13963,			32

	433,			30,			
								14026,			32

	434,			18,			
								14091,			32

	435,			14,			
								13484,			16

	436,			11,			
								1040,			16

	437,			22,			
								14154,			32

	438,			1,			
								55,			1

	439,			31,			
								14218,			32

	440,			22,			
								3468,			32

	441,			28,			
								14281,			32

	442,			2,			
								61,			2

	443,			1,			
								137,			1

	444,			29,			
								3531,			32

	445,			11,			
								1071,			16

	446,			20,			
								14349,			32

	447,			31,			
								14412,			32

	448,			13,			
								207,			16

	449,			11,			
								238,			16

	450,			5,			
								14478,			8

	451,			1,			
								138,			1

	452,			6,			
								3599,			8

	453,			6,			
								3614,			8

	454,			30,			
								14539,			32

	455,			3,			
								161,			4

	456,			7,			
								3437,			8

	457,			21,			
								14604,			32

	458,			7,			
								3452,			8

	459,			31,			
								14667,			32

	460,			10,			
								3629,			16

	461,			4,			
								2805,			4

	462,			12,			
								3661,			16

	463,			6,			
								3693,			8

	464,			9,			
								1103,			16

	465,			6,			
								1135,			8

	466,			29,			
								14731,			32

	467,			28,			
								14794,			32

	468,			5,			
								1150,			8

	469,			31,			
								3724,			32

	470,			12,			
								14508,			16

	471,			9,			
								14861,			16

	472,			23,			
								14923,			32

	473,			14,			
								14892,			16

	474,			17,			
								14987,			32

	475,			19,			
								15050,			32

	476,			32,			
								15115,			32

	477,			18,			
								15178,			32

	478,			4,			
								1375,			4

	479,			8,			
								3708,			8

	480,			18,			
								1166,			32

	481,			1,			
								140,			1

	482,			21,			
								15242,			32

	483,			6,			
								3789,			8

	484,			7,			
								3820,			8

	485,			10,			
								15306,			16

	486,			12,			
								15337,			16

	487,			28,			
								15372,			32

	488,			6,			
								3835,			8

	489,			18,			
								15435,			32

	490,			32,			
								15499,			32

	491,			14,			
								3853,			16

	492,			14,			
								3884,			16

	493,			25,			
								15562,			32

	494,			32,			
								15627,			32

	495,			12,			
								15691,			16

	496,			19,			
								15754,			32

	497,			1,			
								141,			1

	498,			14,			
								15722,			16

	499,			19,			
								15817,			32

	500,			20,			
								3915,			32

	501,			10,			
								15884,			16

	502,			20,			
								15946,			32

	503,			10,			
								15915,			16

	504,			17,			
								3979,			32

	505,			24,			
								16010,			32

	506,			7,			
								1231,			8

	507,			6,			
								14493,			8

	508,			29,			
								4042,			32

	509,			15,			
								16074,			16

	510,			3,			
								1382,			4

	511,			3,			
								10242,			4

	512,			17,			
								4111,			32

	513,			2,			
								169,			2

	514,			17,			
								16138,			32

	515,			17,			
								16201,			32

	516,			8,			
								64,			8

	517,			19,			
								16265,			32

	518,			24,			
								16328,			32

	519,			9,			
								16105,			16

	520,			16,			
								4175,			16

	521,			7,			
								4207,			8

	522,			29,			
								16399,			32

	523,			1,			
								435,			1

	524,			13,			
								4239,			16

	525,			16,			
								4270,			16

	526,			3,			
								4223,			4

	527,			4,			
								4230,			4

	528,			6,			
								16464,			8

	529,			15,			
								16494,			16

	530,			20,			
								16526,			32

	531,			1,			
								276,			1

	532,			11,			
								303,			16

	533,			25,			
								16589,			32

	534,			27,			
								16654,			32

	535,			25,			
								16717,			32

	536,			4,			
								281,			4

	537,			13,			
								16782,			16

	538,			13,			
								16813,			16

	539,			11,			
								16845,			16

	540,			28,			
								16910,			32

	541,			24,			
								16973,			32

	542,			25,			
								17037,			32

	543,			16,			
								16876,			16

	544,			26,			
								1294,			32

	545,			1,			
								277,			1

	546,			23,			
								17100,			32

	547,			18,			
								17165,			32

	548,			2,			
								278,			2

	549,			5,			
								288,			8

	550,			14,			
								17229,			16

	551,			23,			
								17292,			32

	552,			7,			
								4303,			8

	553,			24,			
								17355,			32

	554,			20,			
								17422,			32

	555,			15,			
								4333,			16

	556,			22,			
								4366,			32

	557,			26,			
								17485,			32

	558,			6,			
								4318,			8

	559,			18,			
								17549,			32

	560,			17,			
								4429,			32

	561,			19,			
								17612,			32

	562,			12,			
								17260,			16

	563,			32,			
								17677,			32

	564,			5,			
								176,			8

	565,			9,			
								17741,			16

	566,			16,			
								17772,			16

	567,			7,			
								191,			8

	568,			4,			
								1247,			4

	569,			4,			
								16480,			4

	570,			5,			
								17806,			8

	571,			25,			
								17867,			32

	572,			14,			
								1261,			16

	573,			26,			
								17933,			32

	574,			30,			
								17996,			32

	575,			12,			
								17836,			16

	576,			24,			
								334,			32

	577,			30,			
								18060,			32

	578,			31,			
								18123,			32

	579,			18,			
								18188,			32

	580,			12,			
								4494,			16

	581,			29,			
								18251,			32

	582,			6,			
								4526,			8

	583,			29,			
								18315,			32

	584,			15,			
								18379,			16

	585,			24,			
								18446,			32

	586,			24,			
								18509,			32

	587,			25,			
								18573,			32

	588,			22,			
								4556,			32

	589,			23,			
								18636,			32

	590,			27,			
								18701,			32

	591,			6,			
								4541,			8

	592,			2,			
								436,			2

	593,			29,			
								4622,			32

	594,			9,			
								18410,			16

	595,			29,			
								18764,			32

	596,			32,			
								4685,			32

	597,			12,			
								18829,			16

	598,			28,			
								18891,			32

	599,			15,			
								18860,			16

	600,			12,			
								18958,			16

	601,			20,			
								19020,			32

	602,			12,			
								18989,			16

	603,			6,			
								1359,			8

	604,			30,			
								4749,			32

	605,			23,			
								19084,			32

	606,			15,			
								19148,			16

	607,			18,			
								19212,			32

	608,			31,			
								4812,			32

	609,			4,			
								1254,			4

	610,			21,			
								19275,			32

	611,			8,			
								17821,			8

	612,			31,			
								19339,			32

	613,			32,			
								19402,			32

	614,			16,			
								19179,			16

	615,			5,			
								1390,			8

	616,			22,			
								19469,			32

	617,			9,			
								19533,			16

	618,			22,			
								19596,			32

	619,			16,			
								19564,			16

	620,			22,			
								19659,			32

	621,			24,			
								19724,			32

	622,			22,			
								19787,			32

	623,			23,			
								19851,			32

	624,			25,			
								19914,			32

	625,			15,			
								1422,			16

	626,			23,			
								19980,			32

	627,			19,			
								20043,			32

	628,			3,			
								1406,			4

	629,			2,			
								1414,			2

	630,			4,			
								4880,			4

	631,			10,			
								4941,			16

	632,			8,			
								1454,			8

	633,			15,			
								4972,			16

	634,			26,			
								20107,			32

	635,			31,			
								20170,			32

	636,			19,			
								20235,			32

	637,			4,			
								1470,			4

	638,			16,			
								4909,			16

	639,			1,			
								56,			1

	640,			9,			
								5005,			16

	641,			28,			
								20298,			32

	642,			25,			
								20362,			32

	643,			13,			
								5036,			16

	644,			12,			
								5068,			16

	645,			5,			
								4894,			8

	646,			16,			
								5099,			16

	647,			24,			
								20425,			32

	648,			27,			
								5134,			32

	649,			14,			
								20495,			16

	650,			25,			
								20557,			32

	651,			4,			
								1477,			4

	652,			3,			
								4887,			4

	653,			4,			
								5200,			4

	654,			24,			
								20621,			32

	655,			23,			
								20684,			32

	656,			32,			
								20749,			32

	657,			29,			
								20812,			32

	658,			24,			
								20876,			32

	659,			23,			
								20939,			32

	660,			15,			
								5229,			16

	661,			19,			
								21005,			32

	662,			10,			
								5262,			16

	663,			24,			
								21068,			32

	664,			12,			
								5293,			16

	665,			29,			
								21132,			32

	666,			22,			
								21195,			32

	667,			13,			
								20526,			16

	668,			28,			
								5324,			32

	669,			29,			
								21260,			32

	670,			2,			
								58,			2

	671,			7,			
								5214,			8

	672,			26,			
								5389,			32

	673,			14,			
								21324,			16

	674,			24,			
								21387,			32

	675,			23,			
								21450,			32

	676,			10,			
								5453,			16

	677,			24,			
								21517,			32

	678,			28,			
								21580,			32

	679,			31,			
								21644,			32

	680,			11,			
								5517,			16

	681,			7,			
								5549,			8

	682,			25,			
								21707,			32

	683,			4,			
								5207,			4

	684,			26,			
								21772,			32

	685,			17,			
								21835,			32

	686,			7,			
								5485,			8

	687,			12,			
								21355,			16

	688,			9,			
								5580,			16

	689,			25,			
								21899,			32

	690,			4,			
								5501,			4

	691,			20,			
								21962,			32

	692,			20,			
								22028,			32

	693,			13,			
								1485,			16

	694,			7,			
								5564,			8

	695,			11,			
								5611,			16

	696,			4,			
								5508,			4

	697,			2,			
								1417,			2

	698,			19,			
								22091,			32

	699,			6,			
								5647,			8

	700,			12,			
								5709,			16

	701,			14,			
								5740,			16

	702,			4,			
								5663,			4

	703,			25,			
								22155,			32

	704,			10,			
								5773,			16

	705,			20,			
								22218,			32

	706,			26,			
								22283,			32

	707,			8,			
								5805,			8

	708,			30,			
								22346,			32

	709,			8,			
								5678,			8

	710,			29,			
								22410,			32

	711,			28,			
								22473,			32

	712,			23,			
								22541,			32

	713,			25,			
								22604,			32

	714,			29,			
								22668,			32

	715,			17,			
								22731,			32

	716,			10,			
								5836,			16

	717,			22,			
								22796,			32

	718,			13,			
								5867,			16

	719,			3,			
								5670,			4

	720,			2,			
								114,			2

	721,			2,			
								117,			2

	722,			31,			
								22859,			32

	723,			16,			
								22924,			16

	724,			2,			
								121,			2

	725,			12,			
								22955,			16

	726,			15,			
								22987,			16

	727,			1,			
								125,			1

	728,			19,			
								23052,			32

	729,			14,			
								23018,			16

	730,			8,			
								1552,			8

	731,			18,			
								23115,			32

	732,			32,			
								5900,			32

	733,			10,			
								23180,			16

	734,			21,			
								23242,			32

	735,			12,			
								23211,			16

	736,			21,			
								23307,			32

	737,			7,			
								1567,			8

	738,			19,			
								23370,			32

	739,			10,			
								23435,			16

	740,			7,			
								1615,			8

	741,			2,			
								129,			2

	742,			5,			
								1630,			8

	743,			26,			
								23497,			32

	744,			15,			
								1645,			16

	745,			13,			
								5964,			16

	746,			1,			
								126,			1

	747,			7,			
								5693,			8

	748,			13,			
								1582,			16

	749,			12,			
								5995,			16

	750,			26,			
								23564,			32

	751,			6,			
								5820,			8

	752,			16,			
								23466,			16

	753,			29,			
								23627,			32

	754,			21,			
								23691,			32

	755,			14,			
								23755,			16

	756,			30,			
								23819,			32

	757,			1,			
								133,			1

	758,			28,			
								23882,			32

	759,			23,			
								23946,			32

	760,			6,			
								1517,			8

	761,			5,			
								1532,			8

	762,			28,			
								24009,			32

	763,			21,			
								24075,			32

	764,			14,			
								6028,			16

	765,			9,			
								6091,			16

	766,			22,			
								24138,			32

	767,			20,			
								24202,			32

	768,			3,			
								401,			4

	769,			26,			
								24265,			32

	770,			19,			
								24330,			32

	771,			1,			
								134,			1

	772,			15,			
								6122,			16

	773,			19,			
								24393,			32

	774,			17,			
								24457,			32

	775,			13,			
								23786,			16

	776,			9,			
								6159,			16

	777,			4,			
								408,			4

	778,			32,			
								24520,			32

	779,			22,			
								24590,			32

	780,			3,			
								416,			4

	781,			29,			
								6221,			32

	782,			9,			
								6190,			16

	783,			23,			
								24653,			32

	784,			20,			
								6285,			32

	785,			16,			
								24718,			16

	786,			16,			
								24749,			16

	787,			15,			
								24781,			16

	788,			2,			
								172,			2

	789,			24,			
								6348,			32

	790,			11,			
								24812,			16

	791,			26,			
								24845,			32

	792,			31,			
								6413,			32

	793,			12,			
								24909,			16

	794,			18,			
								24972,			32

	795,			24,			
								25035,			32

	796,			18,			
								6476,			32

	797,			23,			
								25101,			32

	798,			24,			
								25164,			32

	799,			1,			
								425,			1

	800,			14,			
								1678,			16

	801,			19,			
								25228,			32

	802,			28,			
								25291,			32

	803,			27,			
								25356,			32

	804,			15,			
								24940,			16

	805,			14,			
								25420,			16

	806,			26,			
								25483,			32

	807,			4,			
								447,			4

	808,			20,			
								1740,			32

	809,			1,			
								426,			1

	810,			5,			
								25452,			8

	811,			6,			
								25467,			8

	812,			20,			
								6540,			32

	813,			21,			
								25546,			32

	814,			15,			
								25614,			16

	815,			25,			
								25676,			32

	816,			31,			
								25740,			32

	817,			19,			
								25803,			32

	818,			22,			
								25868,			32

	819,			9,			
								25645,			16

	820,			19,			
								25931,			32

	821,			27,			
								25995,			32

	822,			4,			
								439,			4

	823,			22,			
								26058,			32

	824,			30,			
								26124,			32

	825,			26,			
								26187,			32

	826,			7,			
								1807,			8

	827,			32,			
								26251,			32

	828,			32,			
								26314,			32

	829,			5,			
								1838,			8

	830,			12,			
								6059,			16

	831,			28,			
								26379,			32

	832,			31,			
								26442,			32

	833,			2,			
								427,			2

	834,			8,			
								463,			8

	835,			8,			
								478,			8

	836,			10,			
								6604,			16

	837,			14,			
								6635,			16

	838,			31,			
								26506,			32

	839,			29,			
								26569,			32

	840,			20,			
								26637,			32

	841,			5,			
								1822,			8

	842,			4,			
								454,			4

	843,			8,			
								1853,			8

	844,			6,			
								6671,			8

	845,			18,			
								26700,			32

	846,			3,			
								6687,			4

	847,			11,			
								26765,			16

	848,			20,			
								26827,			32

	849,			21,			
								26892,			32

	850,			16,			
								26796,			16

	851,			32,			
								26955,			32

	852,			16,			
								1900,			16

	853,			10,			
								27020,			16

	854,			17,			
								27082,			32

	855,			7,			
								1870,			8

	856,			30,			
								6732,			32

	857,			3,			
								6694,			4

	858,			9,			
								27051,			16

	859,			5,			
								27150,			8

	860,			26,			
								6796,			32

	861,			6,			
								27165,			8

	862,			22,			
								27211,			32

	863,			9,			
								27180,			16

	864,			21,			
								27275,			32

	865,			12,			
								493,			16

	866,			28,			
								27338,			32

	867,			19,			
								27403,			32

	868,			26,			
								6859,			32

	869,			8,			
								27468,			8

	870,			17,			
								27530,			32

	871,			19,			
								27593,			32

	872,			24,			
								27660,			32

	873,			22,			
								27723,			32

	874,			1,			
								434,			1

	875,			17,			
								27787,			32

	876,			5,			
								1885,			8

	877,			21,			
								27850,			32

	878,			16,			
								6701,			16

	879,			2,			
								16488,			2

	880,			8,			
								6926,			8

	881,			18,			
								27915,			32

	882,			26,			
								27978,			32

	883,			6,			
								6941,			8

	884,			16,			
								6956,			16

	885,			7,			
								6989,			8

	886,			3,			
								7005,			4

	887,			24,			
								28042,			32

	888,			12,			
								7019,			16

	889,			20,			
								7051,			32

	890,			12,			
								27498,			16

	891,			18,			
								28105,			32

	892,			10,			
								1709,			16

	893,			25,			
								28171,			32

	894,			15,			
								28235,			16

	895,			2,			
								7013,			2

	896,			4,			
								7117,			4

